,subset_0,subset_0_labels,subset_1,subset_1_labels,subset_2,subset_2_labels,subset_3,subset_3_labels,subset_4,subset_4_labels,subset_5,subset_5_labels,subset_6,subset_6_labels,subset_7,subset_7_labels,subset_8,subset_8_labels,subset_9,subset_9_labels
264,143673,0,155769,0,178818,0,54551,0,148290,0,145373,0,48776,0,103819,0,140313,0,15215,0
265,41759,0,105031,0,11882,0,122376,0,42681,0,124160,0,39000,0,197815,0,136373,0,134693,0
266,147747,0,169999,0,127516,0,5002,0,162313,0,189744,0,50674,0,51608,0,133472,0,14665,0
267,82011,0,87229,0,14952,0,128356,0,97114,0,184465,0,130709,0,35761,0,82116,0,140311,0
268,67806,0,67044,0,57368,0,51272,0,23360,0,93743,0,64994,0,108490,0,35326,0,39883,0
269,22709,0,183157,0,165899,0,63674,0,31720,0,192740,0,45024,0,8293,0,49827,0,118020,0
270,142760,0,59679,0,196668,0,169082,0,64706,0,140865,0,73329,0,120915,0,52607,0,151596,0
271,106186,0,107130,0,8586,0,14659,0,47489,0,13409,0,124380,0,10124,0,186679,-1,168489,0
272,80462,0,80476,0,163010,0,199078,0,159232,0,121057,0,26209,0,185840,0,141526,0,21145,0
273,24955,0,36079,0,2676,0,125296,0,7215,0,45274,0,146013,0,54819,0,123979,0,39676,0
274,161776,0,187928,0,108844,0,90338,0,179995,0,7282,0,17953,-1,44903,0,128910,0,120630,0
275,98085,0,8177,0,100118,0,36094,0,15429,0,146705,0,198224,0,91284,0,152177,0,194492,0
276,52487,0,91371,0,2711,0,126237,0,33578,0,162115,0,123383,0,165131,0,149248,0,155952,0
277,136453,0,188986,0,39672,0,3133,0,33031,0,198658,0,157513,0,179875,0,18556,0,2844,0
278,173344,0,31085,0,103024,0,192323,0,129389,0,3032,0,133392,0,75025,0,139458,0,174046,0
279,27053,0,46568,0,52020,0,68240,0,149124,0,108426,0,142516,0,6708,0,138559,0,148010,0
280,131642,0,500,0,185783,0,166910,0,166911,0,84957,0,115835,0,175513,0,141614,0,50531,0
281,36135,0,88265,0,59830,0,155327,0,34429,0,152979,0,88705,0,145028,0,51064,0,121248,0
282,57222,0,135406,0,10635,0,95487,0,107718,0,24349,0,151197,0,102690,0,143628,0,198417,0
283,62136,0,94077,0,198186,0,108727,0,47685,0,181529,0,24061,0,61304,0,15720,0,196082,0
284,7181,0,58664,0,14517,0,189847,0,31491,0,66544,0,42367,0,58202,0,68019,0,178854,0
285,9702,0,109981,0,189648,0,20021,0,176468,0,14498,0,130291,0,128721,0,131748,0,61084,0
286,113085,0,194453,0,72952,0,160779,0,83773,0,155007,0,136087,0,135586,0,286,0,34760,0
287,78163,-1,179577,0,199093,0,179226,0,176147,0,22795,0,64848,0,65602,0,166248,0,154961,0
288,2232,0,37324,0,112380,0,126245,0,182523,0,38184,0,72295,0,48092,0,117815,0,159990,0
289,63095,0,182782,0,24096,0,113470,0,17741,0,130123,0,29151,0,72601,0,36903,0,113601,0
290,84212,0,194151,0,106519,0,155086,0,33982,0,96600,0,62830,0,142673,0,177359,0,11471,0
291,43212,0,161927,0,63307,0,138338,0,195391,0,2885,0,186940,0,15592,0,174035,0,111960,0
292,47743,0,86350,0,177561,0,125360,0,178573,0,129805,0,39319,0,107086,0,197150,0,164710,0
293,194396,0,60223,0,191978,0,169559,0,112757,0,78607,0,125700,0,87897,0,55598,0,194160,0
294,5057,0,47604,0,89205,0,145246,0,105726,0,168006,0,195255,0,40749,0,61078,0,195110,0
295,192303,0,127857,0,182730,0,120673,0,106507,0,121702,0,66080,0,160332,0,52347,0,172925,0
296,28493,0,47578,0,134958,0,160462,0,94514,0,183344,0,149643,0,53441,0,6685,0,149476,0
297,21270,0,43681,0,57378,0,156057,0,187282,0,172869,0,26233,0,93144,0,75220,0,192478,0
298,56623,0,80819,0,76738,0,156769,0,116626,0,134102,0,156610,0,28687,0,59110,0,81901,0
299,61094,0,171051,0,79987,0,55129,0,147637,0,118659,0,17551,0,178058,0,10916,0,72269,0
300,118364,0,184200,0,184306,0,3100,0,20428,0,53934,0,153900,0,34242,0,7808,0,91188,0
301,6468,0,76389,0,108046,0,39495,0,66470,0,1191,0,91587,0,10049,0,108773,0,94702,0
302,67083,0,125288,0,173860,0,171731,0,137150,0,104269,0,7317,0,187661,0,167953,0,24345,0
303,15005,0,110633,0,101984,0,80327,0,59042,0,66296,0,173850,0,157033,0,113852,0,148730,0
304,63344,0,3800,0,107192,0,101761,0,125196,0,141919,0,79824,0,176397,0,140769,0,86040,0
305,27875,0,130466,0,75149,0,21848,0,66930,0,154216,0,137918,0,122783,0,35802,0,166431,0
306,14083,0,63982,0,190867,0,11237,0,140262,0,122448,0,27798,0,179162,0,119602,0,48662,0
307,180466,0,177019,0,157364,0,148945,0,136115,0,47609,0,197599,0,125789,0,8547,0,173809,0
308,16794,0,139071,0,145976,0,2481,0,34741,0,106011,0,112614,0,198701,0,196769,0,128010,0
309,193949,0,45690,0,192261,0,98886,0,10306,0,143173,0,166305,0,196686,0,75888,0,40833,0
310,90256,0,24788,0,173187,0,152699,0,177422,0,33629,0,120106,0,103656,0,83752,0,104040,0
311,114002,0,152135,0,35663,0,165193,0,142122,0,89652,0,92310,0,193386,0,114553,0,59639,0
312,128740,0,128166,0,130335,0,121681,0,168713,0,141150,0,171780,0,60969,0,70206,0,171507,0
313,121590,0,63106,0,159530,0,6288,0,110522,0,161481,0,12298,0,131822,0,122051,0,111795,0
314,31564,0,160158,0,25069,0,171491,0,138116,0,122117,0,26316,0,27676,0,148280,0,155617,0
315,57,0,7459,0,95285,0,76806,0,101992,0,59686,0,193891,0,137154,0,131881,0,76598,0
316,136730,0,12492,0,166996,0,78328,0,51379,0,37558,0,148079,0,128104,-1,64176,0,182659,0
317,4785,0,148458,0,92546,0,136987,0,97652,0,5762,0,194241,0,8980,0,75120,0,123932,0
318,156149,0,43405,0,81022,0,132792,0,75172,0,78227,0,67178,0,165828,0,108519,0,175119,0
319,111246,0,65746,0,91299,0,35460,0,25374,0,116857,0,182315,0,146003,0,51469,0,158786,0
320,42545,0,92687,0,10397,0,145040,0,198631,0,102051,0,28382,0,182902,0,177495,0,111253,0
321,3951,0,71012,0,96738,0,36923,0,164175,0,21801,0,116535,0,20496,0,110778,0,131625,0
322,22853,0,115421,0,31707,0,95260,0,115651,0,131008,0,28345,0,188615,0,34381,0,167114,0
323,53175,0,45204,0,169173,0,22340,0,100178,0,59315,0,14186,0,199007,0,13445,0,128230,0
324,77259,0,148217,0,103787,0,24248,0,64805,0,107463,0,25473,0,161455,0,33438,0,92917,0
325,54946,0,41223,0,42274,0,118861,0,94795,0,140684,0,44019,0,147826,0,63986,0,140899,0
326,71676,0,184155,0,3029,0,14664,0,36264,0,153863,0,139505,0,160726,0,112669,0,144978,0
327,60708,-1,316,0,33138,0,62235,0,49166,0,84481,0,44059,0,173591,0,20619,0,13626,0
328,73682,0,189610,0,75992,0,140797,0,31246,0,83419,0,147169,0,67604,0,14817,0,29779,0
329,2802,0,73450,0,193501,0,44618,0,16964,0,165429,0,100858,0,30758,0,105204,0,8156,0
330,100181,0,132381,0,173113,0,89008,0,152520,0,23012,0,190395,0,86451,0,73934,0,88202,0
331,186756,0,21907,0,176417,0,71167,0,123209,0,144539,0,167753,0,179026,0,52372,0,130081,0
332,165304,0,109002,0,104962,0,180252,0,175525,0,7487,0,142317,0,28713,0,184774,0,74879,0
333,154703,0,51172,0,142722,0,78465,0,162953,0,149385,0,167934,0,109972,0,198362,0,111372,0
334,62038,0,41948,0,179776,0,12458,0,94807,0,168559,0,74844,0,44637,0,84912,0,136958,0
335,78156,0,114198,0,1232,0,82252,0,117149,0,173532,0,96641,0,122149,0,190728,0,18368,0
336,94777,0,5751,0,42143,0,153620,0,20108,0,70153,0,130966,0,167388,0,120315,0,50262,0
337,30310,0,99956,0,166172,0,33092,0,45766,0,51890,0,176550,0,30650,0,52822,0,95774,0
338,125012,0,117631,0,161359,0,133188,0,74107,0,188160,0,10094,0,187838,0,146314,0,78286,0
339,106395,0,133658,0,38650,0,90195,0,36475,0,62724,0,154482,0,68281,0,108860,0,192802,0
340,149753,0,89854,0,87358,0,116205,0,191010,0,124101,0,71779,0,67297,0,145443,0,190151,0
341,29812,0,120083,0,190165,0,18266,0,134092,0,19008,0,118378,0,35138,0,35698,0,104495,0
342,195759,0,80858,0,88579,0,134057,0,176742,0,9082,0,136474,0,91065,0,151324,0,173619,0
343,82433,0,79123,0,138831,0,129346,0,77091,0,169240,0,82914,0,82116,0,149162,0,26356,0
344,160320,0,195951,0,118790,0,81824,0,15482,0,173990,0,173116,0,169527,0,145321,0,143437,0
345,32744,0,52171,0,105304,0,36657,0,13682,0,97279,0,177560,0,175916,0,129370,0,145481,0
346,176717,0,169635,0,184956,0,20906,0,182510,0,116474,0,50916,0,61458,0,52996,0,157446,0
347,90231,0,179137,0,70485,0,24479,0,35346,0,169400,0,20360,0,89560,0,178040,0,159853,0
348,67724,0,140228,0,98466,0,8787,0,119543,0,134749,0,154067,0,86098,0,163293,0,74157,0
349,157116,0,142384,0,176708,0,194035,0,66243,0,35913,0,124824,0,157112,0,153831,0,38817,0
350,895,0,6515,0,152340,0,184413,0,30335,0,80016,0,172186,0,184842,0,111163,0,107959,0
351,12612,0,10201,0,7057,0,103328,0,145593,0,183418,0,166108,0,75819,0,114644,0,152526,0
352,148914,0,20153,0,114883,0,194147,0,110918,0,102616,0,81273,0,166524,0,83992,0,184542,0
353,164831,0,69881,0,175984,0,24504,0,162868,0,15144,0,2366,0,27220,0,198705,0,30739,0
354,167331,0,173240,0,164508,0,152048,0,77692,0,22466,0,126775,0,176305,0,8429,0,3343,0
355,37464,0,23240,0,49375,0,3007,0,153418,0,16689,0,142443,0,140379,0,179612,0,99877,0
356,117034,0,113975,0,97719,0,81668,0,177471,0,192563,0,86290,0,118214,0,47872,0,47996,0
357,15178,0,85894,0,19746,0,43281,0,42541,0,97858,0,164337,0,150534,0,196081,0,70139,0
358,141077,0,64699,0,182618,0,155163,0,175150,0,183139,0,76165,0,37370,0,164518,0,96861,0
359,194387,0,99669,0,104780,0,126273,0,110735,0,32774,0,117513,0,106679,0,26329,0,112509,0
360,20973,0,185983,0,70071,0,168603,0,53302,0,73413,0,162566,0,154154,0,108041,0,51704,0
361,183792,0,151489,0,167446,0,16519,0,52729,0,43014,0,181649,0,193521,0,66176,0,83321,0
362,99997,0,123070,0,50618,0,160045,0,66382,0,181739,0,107881,0,104009,0,43771,0,177566,0
363,169679,0,35488,0,167652,0,194560,0,178780,0,93773,0,174728,0,69061,0,134386,0,25659,0
364,162586,0,64381,0,160739,0,135965,0,173511,0,131923,0,154336,0,33179,0,98540,0,198053,0
365,28462,0,51620,0,133700,0,193577,0,62198,0,98779,0,65819,0,36059,0,39182,0,17773,0
366,12849,0,20317,0,68895,0,123898,0,144431,0,84886,0,151202,0,85017,0,153941,0,156976,0
367,112317,0,157338,0,71649,0,60798,0,2726,0,152939,0,149886,0,128874,0,71223,0,42398,0
368,81225,0,51949,0,142666,0,51967,0,53281,0,180370,0,81110,0,171906,0,87293,0,105367,0
369,16059,0,65887,0,108930,0,105993,0,143379,0,61276,0,172500,0,196352,0,37608,0,42181,0
370,150337,0,177455,0,88107,0,95319,0,91560,0,146968,0,89610,0,95983,0,79812,0,23828,0
371,87482,0,135442,0,47830,0,130791,0,164794,0,151663,0,168938,0,133824,-1,44297,0,64638,0
372,67575,0,198915,0,103373,0,20429,0,77647,0,184108,0,169733,0,93560,0,65907,0,23889,0
373,177974,0,199819,0,4812,0,73938,0,46861,0,142987,0,105898,0,119396,0,71930,0,182358,0
374,192350,0,187506,0,72717,0,55518,0,182265,0,77030,0,132961,0,64777,0,19353,0,11316,0
375,63400,0,9660,0,28231,0,9833,0,132768,0,5286,0,15426,0,187249,0,153996,0,199842,0
376,161131,0,138399,0,64308,0,96329,0,161118,0,25307,0,137180,0,12197,0,38944,0,2808,0
377,122246,0,150511,0,114560,0,160025,0,118778,0,123975,0,123450,0,122400,0,80309,0,183160,0
378,63018,0,74794,0,100288,0,22010,0,143456,0,107256,0,192199,0,116204,0,123484,0,41701,0
379,9333,0,62469,0,143085,0,36080,0,199919,0,169356,0,74514,0,191587,0,145005,0,64229,0
380,169373,0,164585,0,143500,0,170202,0,61802,0,34345,0,117747,0,104680,0,70123,0,74458,0
381,172696,0,95874,0,55701,0,136336,0,41341,0,160248,0,46954,0,154299,0,87421,0,167318,0
382,71759,0,187804,0,36285,0,34249,0,147667,0,197310,0,16788,0,57765,0,55433,0,49989,0
383,81271,0,126958,0,175824,0,159625,0,48582,0,20458,0,72639,0,102734,0,56708,0,50317,0
384,37984,0,119209,0,89214,0,151662,0,193661,0,102292,0,45008,0,66950,0,63712,0,178934,0
385,182179,0,123626,0,168286,0,151192,0,56687,0,166337,0,1722,0,32128,0,177021,0,189966,0
386,188939,0,169534,0,87980,0,123984,0,87137,0,165871,0,82150,0,181596,0,21100,0,135775,0
387,109579,0,102739,0,141027,0,26119,0,148076,0,88524,0,105409,0,20795,0,34015,0,104461,0
388,27571,0,50135,0,153207,0,198682,0,9729,0,14376,0,95565,0,147087,0,44133,0,41779,0
389,184105,0,175624,0,146373,0,120061,0,152776,0,46684,0,929,0,108542,0,86529,0,121805,0
390,34050,0,92664,0,109574,0,143156,0,67436,0,40522,0,149840,0,103872,0,54824,0,79070,0
391,20876,0,23576,0,34093,0,148679,0,36500,0,27744,0,83964,0,180224,0,115347,0,72430,0
392,80874,0,143170,0,164530,0,110976,0,118098,0,153066,0,148848,0,96648,0,184789,0,177254,0
393,135423,0,113556,0,163498,0,54660,0,12629,-1,755,0,190966,0,95468,0,85559,0,135282,0
394,171220,0,152527,0,183535,0,105760,0,107756,0,52517,0,163820,0,114955,0,87542,0,121423,0
395,172676,0,199341,0,19185,0,145124,0,160073,0,195142,0,79574,0,142307,0,4448,0,178143,0
396,98155,0,110467,0,173280,0,147930,0,118515,0,73993,0,81046,0,51483,0,145558,0,91891,0
397,34679,0,159008,0,90208,0,35480,0,71972,0,89893,0,144833,0,166616,0,127250,0,115910,0
398,91987,0,66172,0,38295,0,119017,0,185824,0,172933,0,71719,0,129227,0,74635,0,124211,0
399,171134,0,167461,0,145516,0,128239,0,75600,0,96919,0,78705,0,114478,0,42074,0,72546,0
400,137060,0,190013,0,43026,0,171143,0,189759,0,120013,0,38102,0,165431,0,87872,0,159455,0
401,131138,0,39144,0,27615,0,102888,0,121807,0,4362,0,78563,0,133256,0,174840,0,140924,0
402,187966,0,24453,0,62318,0,167361,0,55730,0,20217,0,126490,0,142912,0,58197,0,53373,0
403,23658,0,73140,0,193638,0,193131,0,46680,0,146436,0,182365,0,116797,-1,93590,0,184761,0
404,813,0,107436,0,142861,0,18336,0,86424,0,147278,0,182950,0,118769,0,129823,0,39822,0
405,56294,0,181846,0,103801,0,126184,0,76045,0,56151,0,31666,0,100240,0,56842,0,99842,0
406,76395,0,158691,0,76077,0,190754,0,172552,0,150580,0,78285,0,79364,0,12130,0,41322,0
407,96149,0,181559,0,180263,0,169772,0,125242,0,2162,0,178733,0,109523,0,93869,0,57239,0
408,52588,0,15995,0,78262,0,101913,0,35963,0,43717,0,191534,0,173866,0,20590,0,130818,0
409,83243,0,152224,0,174506,0,68768,0,195648,0,189613,0,172110,0,90240,0,152863,0,188155,0
410,78026,0,26780,0,53616,0,130223,0,1536,0,119634,0,48753,0,28113,0,138511,0,199555,0
411,187253,0,107715,0,190957,0,146009,0,146094,0,59762,0,192769,0,71357,0,51110,0,76496,0
412,114453,0,58541,0,74693,0,156900,0,147038,0,5125,0,127410,0,11145,0,153536,0,191162,0
413,190159,0,164752,0,19735,0,13183,0,102943,0,60711,0,15717,0,180844,0,16151,0,55199,0
414,27746,0,42531,0,142470,0,147148,0,160325,0,165052,0,95255,0,7386,0,32871,0,92697,0
415,115668,0,58174,0,61104,0,99948,0,107425,0,117424,0,39966,0,159211,0,198859,0,73266,0
416,139533,0,193430,0,110518,0,96417,0,136017,0,123140,0,119571,0,180077,0,55013,0,73763,0
417,94181,0,23967,0,87815,0,94856,0,47305,0,107142,0,136314,0,53268,0,96326,0,43140,0
418,30355,0,94052,0,84063,0,90425,0,164989,0,176739,0,27610,0,87489,0,58131,0,35298,0
419,49486,0,21563,0,180421,0,165801,0,37933,0,30964,0,197825,0,109906,0,4372,0,22001,0
420,35447,0,166060,0,46088,0,160041,-1,12068,0,57814,0,20375,0,9901,0,148956,0,175086,0
421,179340,0,132435,0,23326,0,22738,0,28303,0,127241,0,43070,0,79986,0,36048,0,165213,0
422,59306,0,155502,0,19973,0,150138,0,109143,0,8594,0,126167,0,119535,0,131255,0,129168,0
423,156967,0,20705,0,15209,0,37384,0,186921,0,145260,0,143198,0,17999,0,131073,0,94202,0
424,119708,0,173027,0,96801,0,149459,0,45552,0,128104,0,50461,0,67371,0,157345,0,110955,0
425,149925,0,694,0,129116,0,196242,0,107214,0,4763,0,175487,0,100408,0,162089,0,186792,0
426,18151,0,150523,0,196582,0,94237,0,87364,0,175340,0,13668,0,120716,0,63816,0,122141,0
427,91669,0,127913,0,147286,0,37136,0,58925,0,88019,0,90624,0,177234,0,38258,0,104674,0
428,86733,0,73702,0,75381,0,58269,0,163278,0,62529,0,1139,0,39349,0,76178,0,98174,0
429,157349,0,193331,0,46796,0,164978,0,131837,0,148201,0,137834,0,10392,0,183717,0,26090,0
430,82697,0,151087,0,137449,0,161609,0,86708,0,134279,0,140663,0,182105,0,49300,0,110904,0
431,82541,0,189695,0,69291,0,94708,0,18050,0,9926,0,138239,0,49859,0,24282,0,40998,0
432,60147,0,109329,0,89005,0,90467,0,12989,0,112312,0,5621,0,57969,0,135464,0,124297,0
433,1947,0,31130,0,99451,0,153919,0,141998,0,39208,0,44216,0,25299,0,158490,0,86660,0
434,134570,0,184943,0,55666,0,152290,0,63585,0,90679,0,105988,0,162447,0,18028,0,167005,0
435,80316,0,162835,0,33489,0,56590,0,48876,0,8544,0,29236,0,79085,0,180511,0,127465,0
436,134505,0,109577,0,197575,0,145869,0,129037,0,198295,0,163352,0,35366,0,52408,0,188679,0
437,6399,0,14963,0,125091,0,191121,0,187232,0,172497,0,101353,0,94830,0,18492,0,184410,0
438,42577,0,175512,0,171433,0,53637,0,114326,0,131796,0,107772,0,91993,0,157342,0,106041,0
439,44313,0,90462,0,155859,0,34304,0,158642,0,68539,0,179860,0,77423,0,542,0,176428,0
440,178540,0,189401,0,99078,0,35919,0,42955,0,47124,0,130474,0,85197,0,167882,0,54852,0
441,166599,0,78099,0,68856,0,142930,0,66678,0,189581,0,126878,0,106578,0,88490,0,124891,0
442,75880,0,31598,0,20395,0,172214,0,38131,0,125094,0,63767,0,167943,0,76021,0,119060,0
443,97263,0,50509,0,188453,0,149124,0,61260,0,193049,0,83163,0,152875,0,107401,0,103687,0
444,130261,0,114248,0,116176,0,115433,0,197813,0,34618,0,63376,0,119313,0,161227,0,134208,0
445,45694,0,94692,0,173304,0,84152,0,265,0,56594,0,193107,0,137912,0,45599,0,40812,0
446,20792,0,113896,0,166487,0,433,0,56606,0,88854,0,113070,0,120892,0,86496,0,33491,0
447,76391,0,136378,0,80243,0,51494,0,37375,0,185322,0,180573,0,182625,0,63406,0,93269,0
448,71876,0,162315,0,158361,0,199285,0,62850,0,83020,0,145359,0,136458,0,32013,0,163285,0
449,169343,0,28146,0,140689,0,28414,0,1699,0,63066,-1,126068,0,165515,0,27337,0,24506,0
450,22011,0,168362,0,10680,0,108249,0,29088,0,188486,0,22021,0,132876,0,173096,0,198880,0
451,92628,0,32830,0,17810,0,160834,0,41040,0,1409,0,69963,0,50213,0,85033,0,142498,0
452,31067,0,58140,0,34993,0,111733,0,141344,0,121163,0,158191,0,37908,0,65175,0,154883,0
453,77366,0,157824,0,54983,0,172171,0,85263,0,158276,0,191823,0,131504,0,3903,0,4829,0
454,84592,0,16452,0,6348,0,9907,0,7039,0,96088,0,9379,0,124763,0,122210,0,147117,0
455,191028,0,2454,0,194773,0,30699,0,31617,0,178372,0,81207,0,28330,0,194703,0,169185,0
456,124594,0,14892,0,39579,0,164488,0,97796,0,159259,0,190337,0,149257,0,81079,0,151942,0
457,99603,0,174380,0,179997,0,35254,0,30747,0,137888,0,122765,0,61222,0,13842,0,58227,0
458,19072,0,30781,0,45505,0,186757,0,24736,0,39033,0,22290,0,189463,0,138199,0,184775,0
459,42678,0,74895,0,181737,0,150962,0,189838,0,145173,0,21312,0,150478,0,43653,0,86779,0
460,142657,0,28605,0,86426,0,145741,0,182670,0,73034,0,62536,0,41802,0,51779,0,74765,0
461,30055,0,145357,0,36187,0,168995,0,24527,0,33122,0,13088,0,184824,0,74512,0,56908,0
462,98668,0,199531,0,180014,0,5569,0,110546,0,183421,0,163888,0,97878,0,177425,0,29462,0
463,82404,0,90782,0,142255,0,76699,0,84773,0,175252,0,152304,0,83591,0,135102,0,62354,0
464,65396,0,42959,0,52533,0,24152,0,90710,0,85861,0,69206,0,16660,0,72521,0,174563,0
465,33270,0,117377,0,6109,0,159270,0,15550,0,49970,0,42011,0,167385,0,121612,0,93956,0
466,195980,0,179894,0,197408,0,114710,0,165886,0,193565,0,2989,0,87671,0,105544,0,175846,0
467,39587,0,128431,0,71509,0,3075,0,109413,0,80143,0,92972,0,199815,0,93025,0,112289,0
468,44797,0,189009,0,68736,0,3974,0,115414,0,196059,0,115285,0,54220,0,122000,0,39875,0
469,87733,-1,33141,0,141186,0,140241,0,190733,0,192172,0,36787,0,66827,0,124829,0,133714,0
470,159043,0,180200,0,34221,0,125039,0,44704,-1,46797,0,159703,0,18768,0,154637,0,134260,0
471,133761,0,11748,0,154353,0,83708,0,10538,0,58368,0,113457,0,104819,0,139503,0,108546,0
472,18799,0,7454,0,4811,0,68440,0,170774,0,19506,0,117055,0,134626,0,50904,0,54479,0
473,124623,0,52828,0,109700,0,163571,0,84353,0,92277,0,77373,0,60341,0,84032,0,156347,0
474,15265,0,6233,0,83463,0,86815,0,36532,0,90079,0,185135,0,180827,0,32779,0,178122,0
475,180184,0,64242,0,195644,0,151029,0,73638,0,158926,0,125149,0,106649,0,72805,0,167517,0
476,98965,0,127664,0,113091,0,29668,0,151931,0,146114,0,94241,0,186576,0,129796,0,96285,0
477,8499,0,124244,0,74736,0,7872,0,191230,0,62525,0,9323,0,50858,0,47716,0,116418,0
478,139828,0,112689,0,77061,0,89700,0,176864,0,78052,0,171057,0,153160,0,171668,0,6763,0
479,71202,0,137779,0,162128,0,106914,0,7862,0,153985,0,15700,0,48554,0,73992,0,95656,0
480,31838,0,112182,0,13455,0,1726,0,59805,0,141470,0,126607,0,3728,0,86065,0,196541,0
481,183283,0,100373,0,112773,0,181558,0,35861,0,163281,-1,91598,0,164720,0,129670,0,161226,0
482,21929,0,82791,0,1353,0,10561,0,25451,0,138061,0,2116,0,18746,0,164402,0,175040,0
483,50534,0,350,0,23847,0,114458,0,54652,0,198810,0,156681,0,26589,0,115710,0,149013,0
484,120686,0,55459,0,42602,0,20670,0,177279,0,154765,0,92594,0,112049,0,86389,0,63275,0
485,806,0,93183,0,75340,0,139670,0,90781,0,6419,0,188736,0,59825,0,153324,0,93204,0
486,97181,0,194049,0,198460,0,191669,0,184841,0,14043,0,82644,0,8113,0,29439,0,39363,0
487,18606,0,195908,0,101386,0,95149,0,43098,0,156406,0,152193,0,33106,0,168810,0,49209,0
488,182084,0,88966,0,86211,0,86709,0,66829,0,21652,0,28416,0,134919,0,10059,0,147349,0
489,40771,0,15484,0,28761,0,143622,0,72909,0,19094,0,188315,0,184310,0,34184,0,137574,0
490,62350,0,32006,0,53882,0,26461,0,44923,0,39830,0,98204,0,156662,0,26981,0,139564,0
491,81403,0,105503,0,22570,0,139611,0,57156,0,4616,0,141910,0,134987,0,119794,0,108450,0
492,189406,0,169957,0,52317,0,185861,0,191029,0,100718,0,82911,0,166330,0,64851,0,27070,0
493,1803,0,191034,0,32099,0,45068,0,37876,0,185769,0,99690,0,92766,0,41279,0,16828,0
494,196254,0,105362,0,117539,0,155795,0,17912,0,29896,0,108047,0,133947,0,139912,0,13199,0
495,28281,0,25970,0,176883,0,70834,0,5426,0,192280,0,142128,0,121344,0,87972,0,141662,0
496,144772,0,18643,0,42467,0,165402,0,19005,0,132266,0,85240,0,126470,0,133153,0,42838,0
497,72169,0,21428,0,57729,0,109104,0,7134,0,135941,0,162808,0,110014,0,79383,0,80460,0
498,39486,0,93498,0,159374,0,62692,0,58064,0,155294,0,185584,0,63902,0,148296,0,138042,0
499,185936,0,63887,0,150695,0,159918,0,23052,0,7809,0,175703,0,130235,0,63627,0,199381,0
500,20097,0,69768,0,114108,0,124256,0,21900,0,38887,0,142478,0,28515,0,114147,0,148338,0
501,109934,0,14516,0,42079,0,25173,0,22005,0,185409,0,87389,0,168613,0,15495,0,180806,0
502,130462,-1,111650,0,186244,0,196441,0,60640,0,194843,0,125179,0,13382,0,174941,0,10562,0
503,40487,0,12274,0,138482,0,78388,0,128911,0,75745,0,108033,0,181688,0,169804,0,127402,0
504,110720,0,43743,0,35365,0,83245,0,141203,0,97986,0,95280,0,156465,0,22892,0,180667,0
505,112667,0,56785,0,135472,0,198577,0,57096,0,60947,0,103020,0,71710,0,48996,0,73463,0
506,68878,0,13588,0,107342,0,75622,0,156186,0,144005,0,95949,0,180368,0,105226,0,183416,0
507,83716,0,152129,0,114216,0,103102,0,100450,0,114828,0,19186,0,23195,0,133207,0,47653,0
508,51772,0,146366,0,126828,0,7962,0,67956,0,105047,0,49321,0,80366,0,153724,0,102765,0
509,14571,0,10580,0,63628,0,25730,0,68619,0,93426,0,38798,0,75843,0,47253,0,67982,0
510,91638,0,6966,0,127487,0,196365,0,20512,0,80799,0,1868,0,198170,0,102991,0,112238,0
511,58061,0,888,0,12469,0,183579,0,110478,0,19885,0,36721,0,163778,0,63626,0,56848,0
512,36351,0,149010,0,105790,0,102049,0,81527,0,163524,0,92518,0,28594,0,71297,0,94897,0
513,16666,0,176076,0,157905,0,81178,0,179326,0,124500,0,128382,0,91346,0,26997,0,92064,0
514,120843,0,98328,0,189181,0,20078,0,50445,0,70023,0,44582,0,80125,0,128711,0,53138,-1
515,184022,0,94241,0,86238,0,66542,0,119276,0,58177,0,74997,0,130499,0,157833,0,52534,0
516,79444,0,176764,0,89711,0,79349,0,139094,0,3342,0,112805,0,87824,0,71388,0,193589,0
517,52094,0,191486,0,2085,0,134140,0,41548,0,172870,0,275,0,561,0,101868,0,174994,0
518,116474,-1,178395,0,17387,0,151240,0,31078,0,98056,0,91752,0,164830,0,175695,0,159914,0
519,145929,0,111098,0,164894,0,18439,0,7772,0,4208,0,57405,0,135122,0,177435,0,147529,0
520,170802,0,161571,0,101361,0,172821,0,148477,0,181150,0,186655,0,57709,0,3732,0,132240,0
521,61990,0,173392,0,125571,0,113890,0,90533,0,81696,0,112124,0,15984,0,165843,0,115328,0
522,20424,0,154963,0,121292,0,165680,0,13293,0,40787,0,34555,0,48064,0,131168,0,199643,0
523,196048,0,79552,0,69905,0,152627,0,25332,0,179665,0,174514,0,139144,0,104507,0,132393,0
524,83508,0,273,0,71937,0,28902,0,196014,0,10145,0,125808,0,166530,0,23966,0,79255,0
525,62171,0,112842,0,14165,0,36807,0,42579,0,150213,0,48886,0,90207,0,132892,0,23456,0
526,124395,0,87586,0,155091,0,68872,0,14290,0,93019,0,83487,0,20520,0,14902,0,34552,0
527,154131,0,191906,0,43214,0,76864,0,139965,0,108677,0,137201,0,193406,0,168104,0,113847,0
528,115360,0,195473,0,52593,0,173707,0,42315,0,97686,0,102494,0,175478,0,81541,0,87862,0
529,59062,0,184749,0,35566,0,156321,0,31810,0,182128,0,97061,0,62826,0,159768,0,167530,0
